EMPLOYEE,>,Cailyn
EMPLOYEE,=,Calista
EMPLOYEE,<,Alaric
ID,<,99765664
ID,<,6586516
EMPLOYEE,>,Alaric
EMPLOYEE,<,Bambina
EMPLOYEE,<,Agustina
SALARY,>,22092285
SALARY,<,47268218
EMPLOYEE,>,Cait
ID,>,2979934
SALARY,>,14681629
SALARY,>,9825025
ID,<,49389384
SALARY,>,32258034
SALARY,=,50059782
ID,=,21945943
ID,>,83501436
SALARY,<,98803712
SALARY,<,88355563
SALARY,<,34113139
EMPLOYEE,>,Baines
SALARY,>,66319587
ID,<,34010222
ID,<,15301655
SALARY,<,63500628
ID,=,57079323
ID,>,85830689
SALARY,=,7052113
SALARY,=,32609129
SALARY,=,46322367
ID,<,24130614
EMPLOYEE,=,Bagheera
ID,<,57473987
ID,=,37734835
EMPLOYEE,>,Cael
EMPLOYEE,>,Balthazar
SALARY,=,53867180
SALARY,<,59829013
EMPLOYEE,<,Caius
SALARY,=,28750676
SALARY,<,37265301
EMPLOYEE,=,Adriaan
EMPLOYEE,<,Bahari
ID,>,3021545
ID,>,68146990
